LCLid,avg_peak_kwh,shiftable_kwh_day,monthly_savings_gbp,avg_consumption,weekend_usage,holiday_usage,Acorn_grouped,stdorToU,anomaly_count,usage_pattern,recommendation
MAC001959,0.18202675837155963,0.16382408253440367,3.11,0.11888935130118637,0.28468235744355147,0.022962112514351322,Adversity,Std,568,Peak Hour Users,568 anomalous readings detected. Inspect high-consumption appliances.
MAC002812,0.1824196746314184,0.16417770716827657,3.11,0.15927290938314784,0.2850556438791733,0.022893481717011128,Affluent,Std,617,Peak Hour Users,617 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003935,0.18135618279569893,0.16322056451612904,3.1,0.16238660834454913,0.2905450874831763,0.016150740242261104,Adversity,Std,78,Peak Hour Users,78 anomalous readings detected. Inspect high-consumption appliances.
MAC002063,0.1807891922150883,0.16271027299357946,3.09,0.11554699110047527,0.28592944641542273,0.02249146529218823,Affluent,Std,812,Peak Hour Users,812 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002345,0.1805791429031459,0.1625212286128313,3.08,0.14993512608897702,0.2838465828118223,0.023793295743230684,Adversity,Std,585,Peak Hour Users,585 anomalous readings detected. Inspect high-consumption appliances.
MAC004154,0.18031888552631578,0.1622869969736842,3.08,0.10247434492384148,0.2834322963727895,0.023234800567961792,Adversity,Std,939,Peak Hour Users,939 anomalous readings detected. Inspect high-consumption appliances.
MAC002509,0.18040155288408208,0.16236139759567386,3.08,0.15586961345499964,0.28551106793421693,0.02165012837415863,Affluent,Std,823,Peak Hour Users,823 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004291,0.17980321493388643,0.16182289344049777,3.07,0.16282758844320502,0.2833425208340089,0.02334706054022504,Adversity,Std,720,Peak Hour Users,720 anomalous readings detected. Inspect high-consumption appliances.
MAC003328,0.1792942307692308,0.1613648076923077,3.06,0.14475498918409874,0.2833613849483049,0.021158932435681656,ACORN-U,Std,486,Peak Hour Users,486 anomalous readings detected. Inspect high-consumption appliances.
MAC002054,0.1792598235765838,0.1613338412189254,3.06,0.12248238518283308,0.2855137375493014,0.022461394478240523,Adversity,Std,484,Peak Hour Users,484 anomalous readings detected. Inspect high-consumption appliances.
MAC000943,0.17877738781649538,0.16089964903484585,3.05,0.1515760644729416,0.2844735686963065,0.024079764218975355,Adversity,ToU,495,Peak Hour Users,495 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002931,0.17783885195916116,0.16005496676324504,3.04,0.09490436070503747,0.28505334392155507,0.023167489555639954,Affluent,ToU,814,Peak Hour Users,814 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004061,0.17743023255813953,0.15968720930232558,3.03,0.13662922255939874,0.286326167771133,0.019395506707612736,Adversity,Std,661,Peak Hour Users,661 anomalous readings detected. Inspect high-consumption appliances.
MAC005228,0.17749723236661502,0.15974750912995353,3.03,0.21402754928703935,0.2844090040701055,0.022593238641083147,Adversity,Std,1251,Peak Hour Users,1251 anomalous readings detected. Inspect high-consumption appliances.
MAC001628,0.17712682299479168,0.1594141406953125,3.02,0.14029036249877863,0.2844673158974693,0.02345047715206983,Affluent,Std,913,Peak Hour Users,913 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002518,0.17615386755703952,0.15853848080133556,3.01,0.1424116541318574,0.2840086326928432,0.02172096908939014,Affluent,Std,252,Peak Hour Users,252 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002067,0.17633414106085082,0.15870072695476575,3.01,0.0998037361090542,0.2843150454392461,0.02261864692022888,Adversity,Std,712,Peak Hour Users,712 anomalous readings detected. Inspect high-consumption appliances.
MAC002298,0.17623688893333334,0.15861320004,3.01,0.1321685580885625,0.2856586559857588,0.0267022696929239,Adversity,Std,225,Peak Hour Users,225 anomalous readings detected. Inspect high-consumption appliances.
MAC003664,0.17646761876453007,0.15882085688807707,3.01,0.15204175666445072,0.28718630546784113,0.021937842778793418,Adversity,Std,670,Peak Hour Users,670 anomalous readings detected. Inspect high-consumption appliances.
MAC004594,0.175468907535014,0.1579220167815126,2.99,0.12103500227392174,0.2842226971724887,0.021863284397883747,Adversity,Std,621,Peak Hour Users,621 anomalous readings detected. Inspect high-consumption appliances.
MAC000077,0.17524665981500515,0.15772199383350463,2.99,0.12190733838838197,0.28564451869939594,0.022207942423852975,Adversity,Std,397,Peak Hour Users,397 anomalous readings detected. Inspect high-consumption appliances.
MAC005389,0.17466802906448683,0.15720122615803817,2.98,0.13804437247883644,0.2856939946593944,0.023180501107891598,Adversity,Std,659,Peak Hour Users,659 anomalous readings detected. Inspect high-consumption appliances.
MAC003003,0.17460254278606968,0.1571422885074627,2.98,0.11707179912499134,0.2839109082105554,0.023241336376841667,Adversity,Std,821,Peak Hour Users,821 anomalous readings detected. Inspect high-consumption appliances.
MAC002382,0.17360848478787877,0.1562476363090909,2.96,0.14560010623102612,0.2896174863387978,0.03278688524590164,Adversity,Std,359,Peak Hour Users,359 anomalous readings detected. Inspect high-consumption appliances.
MAC002803,0.17282190040650405,0.15553971036585365,2.95,0.15022048820799694,0.28532833259169793,0.022884749856970314,Adversity,Std,872,Peak Hour Users,872 anomalous readings detected. Inspect high-consumption appliances.
MAC003407,0.17232771157407406,0.15509494041666666,2.94,0.14347577874488066,0.2859388574028875,0.021842551607165018,ACORN-U,Std,627,Peak Hour Users,627 anomalous readings detected. Inspect high-consumption appliances.
MAC002109,0.17240134411290323,0.1551612097016129,2.94,0.15472587961824108,0.28544544140874417,0.022582921665490474,Affluent,Std,640,Peak Hour Users,640 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002365,0.17162487559701495,0.15446238803731346,2.93,0.09055144404020914,0.28678575874517614,0.023901406697373336,Adversity,Std,779,Peak Hour Users,779 anomalous readings detected. Inspect high-consumption appliances.
MAC002756,0.17118467760020295,0.15406620984018266,2.92,0.11313934005710659,0.2848032994923858,0.02284263959390863,Affluent,Std,1053,Peak Hour Users,1053 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000092,0.1712215123222749,0.1540993610900474,2.92,0.10589224502203551,0.2844514316641324,0.02226746733331615,Adversity,Std,1153,Peak Hour Users,1153 anomalous readings detected. Inspect high-consumption appliances.
MAC001844,0.17108717538420776,0.15397845784578698,2.92,0.11319386808418959,0.28478621146834604,0.022273781902552203,Adversity,Std,764,Peak Hour Users,764 anomalous readings detected. Inspect high-consumption appliances.
MAC002720,0.17076934749620637,0.15369241274658574,2.91,0.15724781756389172,0.283938512145749,0.02277327935222672,ACORN-U,Std,370,Peak Hour Users,370 anomalous readings detected. Inspect high-consumption appliances.
MAC001318,0.17025653637069635,0.15323088273362673,2.91,0.13762481383474715,0.28135724923913746,0.023311532733277213,Adversity,ToU,271,Peak Hour Users,271 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002287,0.16987227177579364,0.15288504459821428,2.9,0.1636729690450361,0.28487741375569536,0.023804357933236216,Adversity,Std,712,Peak Hour Users,712 anomalous readings detected. Inspect high-consumption appliances.
MAC002525,0.16905898720089035,0.1521530884808013,2.89,0.14560371708896003,0.2840038980927189,0.02171794514826674,Affluent,Std,506,Peak Hour Users,506 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002229,0.16941968019680198,0.15247771217712178,2.89,0.09873792086231305,0.2859912599249092,0.023635132639871978,Adversity,Std,903,Peak Hour Users,903 anomalous readings detected. Inspect high-consumption appliances.
MAC004079,0.1688279129065301,0.1519451216158771,2.88,0.10432990646617986,0.2859018703561363,0.023059185242121444,Adversity,Std,890,Peak Hour Users,890 anomalous readings detected. Inspect high-consumption appliances.
MAC004215,0.16839680087719297,0.15155712078947367,2.87,0.1325327244755696,0.2849996772736074,0.02323630026463564,ACORN-U,Std,857,Peak Hour Users,857 anomalous readings detected. Inspect high-consumption appliances.
MAC000944,0.16790852130325815,0.15111766917293235,2.87,0.12856381012063292,0.28422371925426915,0.024063919786934042,Adversity,ToU,333,Peak Hour Users,333 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC001565,0.16829601100412653,0.15146640990371388,2.87,0.15298802477632487,0.2853750860289057,0.02477632484514797,Adversity,Std,460,Peak Hour Users,460 anomalous readings detected. Inspect high-consumption appliances.
MAC002424,0.16841877339173966,0.1515768960525657,2.87,0.1698185830761043,0.28397457972012646,0.024042826284318943,Adversity,Std,1132,Peak Hour Users,1132 anomalous readings detected. Inspect high-consumption appliances.
MAC002917,0.16710347679359824,0.1503931291142384,2.85,0.13305098905306037,0.2833224013532641,0.023198812441744054,Adversity,Std,583,Peak Hour Users,583 anomalous readings detected. Inspect high-consumption appliances.
MAC002372,0.1668763682835821,0.15018873145522388,2.85,0.14904172109700703,0.2861676311368303,0.023893970505880158,Affluent,Std,753,Peak Hour Users,753 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002559,0.16645882025598221,0.149812938230384,2.84,0.1514648912097476,0.28403829416884246,0.021723237597911227,Adversity,Std,310,Peak Hour Users,310 anomalous readings detected. Inspect high-consumption appliances.
MAC000847,0.16554378109452736,0.14898940298507463,2.83,0.12899906628695923,0.2852785558667912,0.023902894491129784,Adversity,ToU,735,Peak Hour Users,735 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002351,0.16581,0.149229,2.83,0.13679686568942914,0.2860207365033965,0.02860207365033965,Adversity,Std,176,Peak Hour Users,176 anomalous readings detected. Inspect high-consumption appliances.
MAC004070,0.165792516,0.1492132644,2.83,0.1641556215629943,0.2851286355272927,0.023241550727912456,Affluent,Std,428,Peak Hour Users,428 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001489,0.16592430896409197,0.14933187806768275,2.83,0.12637178120254597,0.2846434687086039,0.023262576330328584,Adversity,Std,352,Peak Hour Users,352 anomalous readings detected. Inspect high-consumption appliances.
MAC005260,0.1651740674955595,0.14865666074600353,2.82,0.10531123143134805,0.2851867277523254,0.02265722615576843,Adversity,Std,470,Peak Hour Users,470 anomalous readings detected. Inspect high-consumption appliances.
MAC001402,0.1649925755248336,0.14849331797235021,2.82,0.135434763109844,0.28599801390268126,0.02306435595989365,Affluent,ToU,604,Peak Hour Users,604 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005277,0.16476674814155354,0.1482900733273982,2.81,0.11085736948086292,0.28592901878914406,0.022713987473903966,Affluent,Std,858,Peak Hour Users,858 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003619,0.1644431216600529,0.1479988094940476,2.81,0.10568811285944806,0.28400016550126195,0.02184616657702015,ACORN-U,Std,675,Peak Hour Users,675 anomalous readings detected. Inspect high-consumption appliances.
